place_id,place_name,place_description,category,city,price,rating,description_location
45,Kebun Raya Bogor,"Kebun raya ini memiliki luas sekitar 87 hektar dan merupakan salah satu kebun raya terbesar di Indonesia. Kebun Raya Bogor memiliki koleksi tumbuhan yang sangat beragam, termasuk berbagai spesies tumbuhan langka dan koleksi flora endemik Indonesia.",Cagar Alam,Bogor,"Rp20,000",4.5,"Jl. Ir. H. Juanda No.64, RT.01/RW.13, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122"
46,Taman Wisata Alam Cibodas,"Taman Wisata Alam Cibodas adalah tempat wisata alam yang terletak di kawasan Puncak, Jawa Barat, Indonesia. Taman ini memiliki area seluas 1.300 hektar dengan berbagai jenis flora dan fauna. Pengunjung dapat menikmati pemandangan alam, berkemah, hiking, atau mengunjungi kebun bunga yang indah di dalamnya. Taman Wisata Alam Cibodas juga memiliki area peristirahatan yang nyaman bagi pengunjung.",Cagar Alam,Bogor,"Rp15,500",4.6,"Jl. Kebun Raya Cibodas, Sindangjaya, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253"
47,Taman Wisata Alam Ciloto,"Taman Wisata Alam Ciloto adalah tempat wisata alam di Puncak, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah, udara sejuk, dan banyak flora dan fauna. Pengunjung dapat hiking, camping, dan melihat kebun bunga yang cantik. Taman ini juga terkenal dengan Istana Cipanas, dulunya menjadi kediaman Presiden Soeharto.","Budaya,Cagar Alam",Bogor,"Rp20,000",4.6,"Jln. Ziwa Besar, Ciloto, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253"
48,Taman Wisata Alam Gunung Geulis,"Taman Wisata Alam Gunung Geulis adalah tempat wisata alam yang terletak di kaki Gunung Salak, Bogor, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah dan udara yang sejuk dengan banyak jenis flora dan fauna yang dapat ditemukan di dalamnya. Pengunjung dapat melakukan berbagai kegiatan seperti hiking, camping, dan bermain air di sungai yang jernih. Taman Wisata Alam Gunung Geulis adalah tempat yang cocok untuk melepas penat dan menikmati keindahan alam yang masih alami.","Budaya,Cagar Alam",Bogor,Gratis,4.3,"Tegallaja, Kamal, Kec. Tanjungmedar, Kabupaten Sumedang, Jawa Barat 45354"
49,Taman Wisata Alam Gunung Pancar,"Taman Wisata Alam Gunung Pancar terletak di Bogor, Jawa Barat. Tempat wisata ini terkenal dengan keindahan alamnya seperti air terjun, danau, dan pemandangan pegunungan yang mempesona. ",Cagar Alam,Bogor,"Rp20,000",4.1,"Desa Cipayung Girang, Kecamatan Gunung Putri, Kabupaten Bogor, Jawa Barat, Indonesia"
50,Taman Wisata Alam Riung Gunung,"Taman Wisata Alam Puncak Bogor adalah sebuah tempat wisata alam yang terletak di daerah Puncak, Jawa Barat, Indonesia. Taman ini memiliki kebun bunga yang cantik dan udara yang sejuk. Di sini, pengunjung dapat menikmati pemandangan pegunungan dan aktivitas seperti bersepeda, berjalan-jalan, dan memetik buah. Taman Wisata Alam Puncak Bogor merupakan tempat yang cocok untuk melepas penat dan menikmati keindahan alam.","Budaya,Cagar Alam",Bogor,"Rp5,000",4.5,"7XXJ+37X, Jl. Raya Puncak Gadog, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750"
51,Taman Wisata Alam Kampoeng Air Kragilan,"Taman Wisata Alam Kampoeng Radjawali adalah tempat wisata alam yang terletak di Boyolali, Jawa Tengah, Indonesia. Taman ini memiliki konsep kebun buah-buahan dan terdapat berbagai macam tanaman seperti jeruk, rambutan, dan durian. Di sini, pengunjung dapat menikmati buah segar, berjalan-jalan, atau bersepeda di sekitar kebun. Selain itu, terdapat juga wahana flying fox dan kolam renang yang menyegarkan.","Budaya,Cagar Alam",Boyolali,"Rp10,000",3.4,"FJCC+564, Area Sawah/Kebun, Kragilan, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57323"
52,Taman Hutan Raya Ngurah Rai,Taman Hutan Raya Ngurah Rai terletak di Bali dan memiliki luas sekitar 15 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna khas Pulau Bali. ,"Cagar Alam,Taman Nasional",Denpasar,"Rp10,000",4.2,"Jl. Bypass Ngurah Rai No.88X, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80361"
53,Taman Nasional Kelimutu,"Taman Nasional Kelimutu terletak di Pulau Flores, Nusa Tenggara Timur, Indonesia. Taman nasional ini terkenal dengan danau tiga warna (Kelimutu) yang mempesona dan keindahan alamnya. Di Taman Nasional Kelimutu, pengunjung dapat menikmati panorama pegunungan yang hijau dan beragam fauna, seperti burung-burung endemik Flores.","Cagar Alam,Taman Nasional",Ende,"Rp200,000",4.7,"Desa Kelimutu, Kecamatan Kelimutu, Kabupaten Ende, Flores, Nusa Tenggara Timur 86319, Indonesia."
54,Gunung Papandayan,"Gunung Papandayan adalah gunung berapi aktif yang terletak di Garut, Jawa Barat, Indonesia. Gunung ini menawarkan pemandangan alam yang spektakuler dengan kawah berwarna-warni, sumber air panas, dan hamparan padang edelweiss. Pengunjung dapat melakukan pendakian untuk menikmati keindahan alamnya. Gunung Papandayan juga dikenal dengan aktivitas geologinya yang menarik. Tempat ini cocok bagi para pecinta alam dan pendaki yang mencari petualangan dan keunikan alam pegunungan.","Cagar Alam,Taman Nasional",Garut,"Rp30,000",4.6,"Kecamatan Cisurupan, Kabupaten Garut, Jawa Barat, Indonesia."
55,Desa Wisata Nglanggeran,"Desa Wisata Nglanggeran terletak di Kabupaten Gunungkidul, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari bukit Nglanggeran dan gua-gua yang ada di sekitarnya. Di Desa Wisata Nglanggeran, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang mempesona.",Desa Wisata,Gunungkidul,"Rp5,000",4.5,"Jl. Pantai Baron, Dusun Nglanggeran, Desa Giritengah, Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta 55883, Indonesia"
56,Bumi Perkemahan Cibubur,"Bumi Perkemahan dan Graha Wisata Pramuka Cibubur (Buperta Cibubur) adalah kawasan perkemahan yang terdapat di Cibubur, Ciracas, Jakarta Timur. Kawasan ini memiliki luas 210 hektar dan sudah berkali-kali menjadi lokasi pelaksanaan Jambore Nasional sejak tahun 1973. Buperta Cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet. Pihak pengelola juga bekerja sama dengan TNI AD dan TNI AU dalam pengelolaan Buperta Cibubur.Buperta Cibubur dapat diakses dari Terminal Kampung Rambutan dengan angkutan umum jurusan Kranggan atau Mekarsari Jonggol.",Taman Hiburan,Jakarta,"Rp10,000",4.5,"Jl. Pakuan No.5, Pd. Ranggon, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13860"
57,Margasatwa Muara Angke,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.","Budaya,Cagar Alam",Jakarta,"Rp25,000",4.2,"RT.1/RW.16, Kapuk Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460"
58,Pantai Ancol,"Pantai Ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota Jakarta. Wisatawan dapat menikmati suasana segar Pantai Lagoon, Festival, Indah, Beach Pool dan Carnaval, serta Danau Impian. Berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan. Panjang garis pantainya yang kurang lebih 6,5 km menjadi tempat berbagai aktivitas wisata. Wisata pantai ini merupakan BUMD penghasil Pendapatan Asli Daerah kedua terbesar bagi provinsi DKI Jakarta.","Bahari,Taman Hiburan",Jakarta,"Rp25,000",4.4,"Jalan Pantai Nusadua No.13, RT.5/RW.10, Ancol, Pademangan, Jakarta Utara, DKI Jakarta, Indonesia, 14430"
59,Pulau Bidadari,"Pulau Bidadari merupakan salah satu resor di Kabupaten Kepulauan Seribu, Jakarta. Sebelum bernama Pulau Bidadari, pulau ini memiliki dua nama yaitu Pulau Sakit dan Pulau Purmerend","Bahari,Cagar Alam",Jakarta,"Rp5,000",4.6,"Pulau Untung Jawa, Kec. Kepulauan Seribu Selatan, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta"
60,Pulau Pari,"Pulau Pari adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,"Rp150,000",4,"Kepulauan Seribu Selatan, Kepulauan Seribu, DKI Jakarta, Indonesia"
61,Pulau Pelangi,"Pulau Pelangi adalah sebuah pulau yang terletak di perairan tropis yang mempesona. Pulau ini dikenal karena keindahan pantainya yang berpasir putih, air laut yang jernih, dan terumbu karang yang berwarna-warni. Pulau Pelangi juga menyajikan pemandangan alam yang memesona dengan pepohonan tropis yang rindang. Pengunjung dapat menikmati kegiatan seperti snorkeling, menyelam, atau hanya bersantai di pantai yang indah ini.","Bahari,Cagar Alam",Jakarta,"Rp900,000",4.8,"Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta"
62,Pulau Pramuka,Pulau Pramuka merupakan salah satu pulau yang berada dalam gugusan Kepulauan Seribu. Pulau ini merupakan pusat administrasi dan pemerintahan Kabupaten Administrasi Kepulauan Seribu. Pulau Pramuka termasuk ke dalam wilayah Kelurahan Pulau Panggang.,"Bahari,Cagar Alam",Jakarta,"Rp5,000",4.2,"Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta"
63,Pulau Semak Daun,"Pulau Semak Daun merupakan salah satu pulau yang terletak digugusan kepulauan Seribu. Secara administratif pulau ini termasuk dalam wilayah kabupaten Kepulauan Seribu provinsi DKI Jakarta sebagai daerah penangkaran penyu sisik dengan pantai yang nyaman untuk berenang karena pantainya yang bersih dan landai, berpasir putih, dan bebas bulu babi, terdapat pula daerah yang bagus untuk menyelam dan snorkeling pemula dan letaknya tidak jauh dari pulau Pramuka.","Bahari,Cagar Alam",Jakarta,"Rp40,000",4,"Pulau Semak Daun, Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14530"
64,Pulau Tidung,"Pulau Tidung adalah salah satu kelurahan di kecamatan Kepulauan Seribu Selatan, Kabupaten Kepulauan Seribu, Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,"Rp150,000",4.5,"Kepulauan Seribu Selatan, Kepulauan Seribu, DKI Jakarta, Indonesia"
65,Setu Babakan,"Setu Babakan adalah sebuah danau di Jakarta Selatan, Indonesia. Tempat ini dikelilingi oleh hutan bakau dan rumah-rumah tradisional Betawi. Setu Babakan juga merupakan pusat budaya Betawi dengan berbagai atraksi seperti pertunjukan seni, kerajinan tangan, dan kuliner khas Betawi. Pengunjung dapat menikmati suasana alam yang asri serta mempelajari kebudayaan Betawi yang kaya dan tradisional.",Budaya,Jakarta,Gratis,4.4,"Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta"
66,Taman Agrowisata Cilangkap,"Taman Agrowisata Cilangkap adalah destinasi wisata peternakan dan pertanian yang terletak di Cilangkap, Jakarta Timur. Tempat ini menawarkan pengalaman interaktif dengan hewan ternak, seperti kambing, sapi, dan kelinci. Pengunjung juga dapat belajar tentang proses pertanian, seperti menanam dan memanen tanaman. Tersedia juga berbagai kegiatan seperti permainan keluarga, bersepeda, dan memancing. Taman Agrowisata Cilangkap adalah tempat yang menyenangkan untuk menghabiskan waktu bersama keluarga sambil belajar tentang kehidupan pertanian dan peternakan.",Taman Hiburan,Jakarta,Gratis,4.2,"Jl. Raya Cilangkap No.45, RT.6/RW.1, Cilangkap, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13870"
67,Wisata Alam Mangrove Angke,"Taman Wisata Alam Mangrove Angke Kapuk adalah kawasan konservasi mangrove yang terletak di Jakarta Utara. Kawasan ini menawarkan pengalaman eksplorasi alam yang unik dengan jalur kayaking atau perahu keliling, serta jembatan kayu yang melintasi hutan mangrove.",Cagar Alam,Jakarta,"Rp25,000",4.3,"Jalan Garden House RT.8/RW.1 Kamal Muara,, Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia, 14470."
68,Taman Nasional Berbak,"Taman Nasional Berbak adalah kawasan konservasi alam yang terletak di Provinsi Jambi, Indonesia. Taman ini memiliki luas lebih dari 1 juta hektar dan merupakan habitat bagi beragam spesies satwa liar, seperti harimau sumatera, gajah, dan berbagai jenis burung. Taman ini juga memiliki hutan bakau yang luas yang menjadi tempat bersarangnya berbagai spesies burung laut.","Cagar Alam,Taman Nasional",Jambi,"Rp10,000",4.2,"P67Q+7R5, Kab. Tanjung Jabung, Tanjung Jabung, Kota Jambi"
69,Taman Nasional Bukit Duabelas,"Taman Nasional Bukit Duabelas adalah taman nasional yang terletak di provinsi Jambi, Indonesia. Taman ini dikenal dengan keindahan hutan hujan tropisnya dan keberadaan suku Anak Dalam yang masih hidup secara tradisional. Pengunjung dapat melakukan trekking, berinteraksi dengan suku Anak Dalam, dan menikmati keindahan alam yang masih asli di sini.","Cagar Alam,Taman Nasional",Jambi,"Rp10,000",4,"3PM7+8CQ, Batu Sawar, Kec. Maro Sebo Ulu, Kabupaten Batang Hari, Jambi 36654"
70,Taman Nasional Bukit Tigapuluh,"Taman nasional ini dikenal karena kekayaan biodiversitasnya, termasuk populasi harimau Sumatera, gajah Sumatera, orangutan, dan berbagai spesies tumbuhan langka.","Cagar Alam,Taman Nasional",Jambi,"Rp15,000",4.1,"Rantau Langsat, Batang Gangsal, Indragiri Hulu Regency, Riau 29355"
71,Taman Nasional Meru Betiri,Taman nasional yang memiliki keanekaragaman hayati yang kaya dan ekosistem yang unik. Taman ini terkenal karena menjadi tempat berkembang biaknya penyu hijau (Chelonia mydas) dan penyu sisik (Eretmochelys imbricata).,"Budaya,Cagar Alam,Taman Nasional",Jember,"Rp7,500",4.6,"Jl. Sriwijaya No.53, Area Hutan, Andongrejo, Kecamatan Sumbersari, Kabupaten Jember, Jawa Timur 68173"
72,Taman Nasional Karimunjawa,"Taman Nasional Karimunjawa adalah sebuah taman nasional yang terletak di Kepulauan Karimunjawa, Jawa Tengah, Indonesia. Taman nasional ini terkenal karena keindahan alam bawah lautnya, pantai-pantai berpasir putih, dan keanekaragaman hayati yang melimpah.","Bahari,Taman Hiburan,Taman Nasional",Jepara,"Rp7,500",4.7,"Karimunjawa, Kabupaten Jepara, Jawa Tengah"
73,Taman Nasional Betung Kerihun,"Taman Nasional Betung Kerihun merupakan salah satu taman nasional terbesar di Indonesia. Taman ini terkenal karena keindahan alamnya yang meliputi hutan hujan tropis, sungai, dan pegunungan. Taman ini juga menjadi habitat bagi berbagai spesies flora dan fauna langka.","Cagar Alam,Taman Nasional",Kapuas Hulu,"Rp10,000",4.4,"Jl. Piere Tendean, Sibau Hulu, Kec. Putussibau Utara, Kabupaten Kapuas Hulu, Kalimantan Barat 78716"
74,Taman Nasional Tanjung Puting,"Taman Nasional Tanjung Puting terkenal karena menjadi habitat bagi populasi terbesar orangutan liar di dunia. Taman ini meliputi area hutan rawa gambut, sungai, dan hutan hujan tropis. Selain orangutan, taman ini juga merupakan rumah bagi berbagai spesies flora dan fauna yang langka.","Bahari,Cagar Alam,Taman Hiburan,Taman Nasional",Kotawaringin,"Rp5,000",4.7,"Teluk Pulai, Kumai, Kotawaringin, Kalimantan Tengah, Indonesia, 74181."
75,Taman Wisata Alam Kubu Raya,"Taman Wisata Alam Kubu Raya terletak di Kalimantan Barat dan memiliki luas sekitar 2.278 hektar. Tempat wisata ini memiliki keindahan alam yang menakjubkan seperti air terjun, danau, danau buatan, serta berbagai macam flora dan fauna. ","Budaya,Cagar Alam",Kubu Raya,"Rp5,000",4.6,"Jl. Trans Kalimantan, Desa Sungai Nibung, Kec. Kubu Raya, Kabupaten Kubu Raya, Kalimantan Barat, Indonesia"
76,Desa Wisata Nglinggo,"Desa Wisata Nglinggo terletak di Kabupaten Kulon Progo, Yogyakarta, Indonesia. Desa ini terkenal dengan keindahan alamnya yang asri, terutama sawah, hutan, dan sungai. Di Desa Wisata Nglinggo, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau hanya sekadar menikmati keindahan alam yang menakjubkan.",Desa Wisata,Kulon Progo,"Rp5,000",4.4,"Nglinggo Barat, Pagerharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673"
77,Hutan Mangrove Kulon Progo,Di sini ada kawasan wisata Hutan Mangrove Kulon Progo yang menyajikan keindahan alamnya. hutan Mangrove ini memberikan pesona tersendiri selain pantai Glagah yang sudah menjadi primadona di Kulon Progo ini. Letak lokasi hutan mangrove Kulon Progo ini sejatinya sudah masuk ke kawasan Pasir Mendit Kecamatan Temon Kulon Progo.,Cagar Alam,Kulon Progo,"Rp5,000",4.7,"Dusun Pasir Mendit, Desa Jangkaran, Kecamatan Temon, Kabupaten Kulon Progo"
78,Taman Hutan Raya Bukit Soeharto,"Taman Hutan Raya Bukit Soeharto terletak di Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia. Taman hutan raya ini terkenal dengan keindahan alamnya yang asri, terutama keanekaragaman flora dan fauna, dan sungai yang indah. Di Taman Hutan Raya Bukit Soeharto, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan. ","Cagar Alam,Taman Nasional",Kalimantan Timur,"Rp3,000",4.4,"Batuah, Loa Janan, Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia 75271"
79,Taman Nasional Bukit Barisan Selatan,"Taman Nasional Bukit Barisan Selatan merupakan salah satu kawasan konservasi yang penting di Indonesia. Taman ini terletak di pegunungan Bukit Barisan dan memiliki keanekaragaman hayati yang tinggi, termasuk spesies langka seperti harimau Sumatera dan badak Sumatera. Taman Nasional ini juga memiliki pemandangan alam yang indah, termasuk pegunungan, hutan hujan tropis, sungai, dan air terjun.","Taman Nasional,Cagar Alam",Lampung,"Rp15,000",4.4,"Tanggamus, Lampung, Indonesia"
80,Taman Nasional Way Kambas,"Taman ini merupakan salah satu kawasan konservasi yang penting di Indonesia dan dikenal karena menjadi tempat perlindungan bagi gajah Sumatera yang terancam punah. Taman Nasional Way Kambas juga memiliki keanekaragaman hayati yang kaya, termasuk flora dan fauna yang langka dan dilindungi.","Taman Nasional,Cagar Alam",Lampung,"Rp7,000",4.3,"Jl. Taman Nasional Way Kambas, Labuhan Ratu, Lampung Timur, Lampung, Indonesia, 34194"
81,Desa Wisata Lembah Harau,"Desa Wisata Lembah Harau terletak di Kabupaten Limapuluh Kota, Sumatra Barat, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama air terjun dan tebing karstnya yang menjulang tinggi. Di Desa Wisata Lembah Harau, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau hanya sekadar menikmati pemandangan yang menakjubkan.",Desa Wisata,Sumatera Barat,"Rp10,000",4.5,"Jl. Lembah Harau, Nagari Harau, Kecamatan Harau, Kabupaten Lima Puluh Kota, Sumatera Barat, Indonesia"
82,Taman Nasional Gunung Rinjani,"Taman ini meliputi area luas yang mencakup Gunung Rinjani, gunung berapi aktif yang merupakan gunung tertinggi kedua di Indonesia. Taman Nasional Gunung Rinjani terkenal karena keindahan pemandangan alamnya, seperti danau kaldera Segara Anak, air terjun, hutan tropis, dan flora serta fauna yang khas.","Taman Nasional,Cagar Alam",Lombok,"Rp10,000",4.7,"Jl. Raya Sembalun Lawang, Sembalun Lawang, Kec. Sembalun, Kabupaten Lombok Timur, Nusa Tenggara Barat 83666"
83,Desa Wisata Sade,"Desa Wisata Sade adalah sebuah desa tradisional yang terletak di Lombok, Nusa Tenggara Barat, Indonesia. Desa ini terkenal dengan keaslian budaya Sasaknya. Pengunjung dapat mengalami kehidupan tradisional Sasak dengan mengunjungi rumah tradisional, mempelajari kerajinan tangan seperti tenun ikat, dan menyaksikan pertunjukan seni tradisional. Desa ini juga memiliki lingkungan alam yang indah dengan pemandangan persawahan yang hijau. Pengunjung dapat berinteraksi dengan penduduk lokal yang ramah dan menjelajahi kehidupan pedesaan yang otentik di Desa Wisata Sade.",Budaya,Lombok,"Rp20,000",4.6,"Desa Wisata Sade, Dusun Sade, Desa Rambitan, Kecamatan Pujut, Kabupaten Lombok Tengah, Provinsi Nusa Tenggara Barat, Kode Pos 83573, Indonesia."
84,Taman Nasional Gunung Merbabu,"Taman Nasional Gunung Merbabu adalah sebuah taman nasional yang terletak di Provinsi Jawa Tengah, Indonesia. Taman nasional ini terkenal karena keindahan gunungnya, flora dan fauna yang beragam, serta trekking yang menantang.","Budaya,Taman Nasional",Magelang,"Rp7,500",4.7,"Area Kebun/Hutan, Banyuroto, Boyolali, Magelang Regency,Jawa Tengah 56481"
85,Desa Wisata Jodipan,"Desa Wisata Jodipan, juga dikenal sebagai Kampung Warna-Warni Jodipan, adalah destinasi wisata yang terkenal karena keindahan dan keunikan warna-warni rumah-rumahnya. Desa ini diubah menjadi sebuah kanvas besar yang dihiasi dengan mural dan cat warna-warni yang cerah, menciptakan suasana yang ceria dan menarik perhatian pengunjung.",Budaya,Malang,"Rp3,000",4.5,"Jl. Zaenal Zakse Jl. Ir. H. Juanda 6, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur"
86,Desa Wisata Ngadas,"Desa ini terkenal karena keindahan alamnya yang mempesona, pemandangan gunung yang spektakuler, serta budaya dan kehidupan masyarakat yang masih memegang teguh tradisi-tradisi lokal.","Cagar Alam,Desa Wisata",Malang,Gratis,4.5,"Ngadas, poncokusumo, Kabupaten Malang, Jawa Timur"
87,Taman Hutan Raya R. Soerjo,Taman Hutan Raya R. Soerjo terletak di Jawa Timur dan memiliki luas sekitar 15.000 hektar. Tempat wisata ini memiliki keanekaragaman flora dan fauna yang sangat beragam.,"Cagar Alam,Taman Hiburan",Malang,"Rp5,000",4.5,"Jl. Simpang Panji Suroso No.144, Arjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126"
88,Taman Nasional Bromo Tengger Semeru,"Taman nasional ini terkenal karena keindahan alamnya yang menakjubkan, termasuk Gunung Bromo, Gunung Semeru, dan Kawah Tengger. Area ini menawarkan pemandangan spektakuler, seperti padang pasir luas, lautan kabut, dan pemandangan gunung yang megah.","Budaya,Taman Nasional",Malang,"Rp30,000",4.8,"kabupaten Pasuruan, Malang, Lumajang, dan Probolinggo, Jawa Timur."
89,Taman Wisata Alam Puncak Banyu Biru,"Taman Wisata Alam Puncak Banyu Biru terletak di Kabupaten Malang, Jawa Timur, Indonesia. Taman wisata ini terkenal dengan keindahan alamnya yang asri, terutama hutan pinus, dan air terjun yang indah. Di Taman Wisata Alam Puncak Banyu Biru, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang mempesona.","Budaya,Cagar Alam",Malang,"Rp15,000",4.2,"Dusun VI, Poncokusumo, Kec. Poncokusumo, Kabupaten Malang, Jawa Timur 65157"
90,Pulau Kanawa,"Pulau Kanawa terletak di perairan Laut Flores, Nusa Tenggara Timur, Indonesia. Pulau ini terkenal dengan pantai berpasir putih, air laut yang jernih, dan keindahan bawah lautnya yang mempesona. Di Pulau Kanawa, pengunjung dapat melakukan berbagai aktivitas seperti snorkeling, diving, atau hanya sekadar bersantai di pantai.","Bahari,Cagar Alam",Manggarai,"Rp150,000",4.6,"Desa Kanawa, Kecamatan Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Timur 86554, Indonesia."
91,Taman Nasional Komodo,"Taman Nasional Komodo terletak di Kepulauan Nusa Tenggara, Indonesia. Taman nasional ini terkenal dengan keanekaragaman hayatinya, termasuk satwa komodo yang menjadi primadona tempat ini. Di Taman Nasional Komodo, pengunjung dapat menikmati keindahan alam dan keanekaragaman hayati yang luar biasa.","Bahari,Taman Hiburan,Taman Nasional",Manggarai,"Rp300,000",4.7,"Jl. Soekarno-Hatta No.97, Labuan Bajo, Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Timur 86554, Indonesia."
92,Pantai Klayar,"Pantai ini terkenal dengan keindahan alamnya, dengan pasir putih yang lembut, tebing karang yang menjulang tinggi, dan ombak yang kuat. Pemandangan pantai yang eksotis dan suasana yang tenang menjadikan Pantai Klayar sebagai tujuan wisata yang populer.","Bahari,Cagar Alam",Pacitan,"Rp10,000",4.5,"Kendal, Sendang, Donorojo, Pacitan, Jawa Timur, Indonesia, 63554"
93,Taman Hutan Raya Bung Hatta,"Taman Hutan Raya Bung Hatta terletak di Kota Padang, Sumatra Barat, Indonesia. Taman hutan raya ini terkenal dengan keindahan alamnya yang asri, terutama hutan dan sungai yang mempesona. Di Taman Hutan Raya Bung Hatta, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan. ","Cagar Alam,Taman Hiburan",Padang,"Rp5,000",4,"Indarung, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25168"
94,Taman Wisata Alam Punti Kayu,"Taman Wisata Alam Punti Kayu terletak di Kota Palembang, Sumatera Selatan. Tempat wisata ini memiliki berbagai macam fasilitas rekreasi seperti taman bermain, kolam renang, danau, dan lapangan olahraga.","Budaya,Cagar Alam",Palembang,"Rp10,000",4.3,"Jalan Kol. Burlian Km. 6,5, Karya Baru, Alang Alang Lebar, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30961"
95,Taman Nasional Teluk Cendrawasih,Taman Nasional Teluk Cenderawasih adalah kawasan konservasi laut di Papua yang memiliki terumbu karang terluas di dunia. Terumbu karang ini menjadi rumah bagi berbagai jenis ikan dan satwa laut seperti hiu paus dan penyu hijau. Taman Nasional Teluk Cenderawasih juga menyuguhkan pemandangan alam yang indah serta kegiatan snorkeling dan diving yang menarik.,Taman Nasional,Papua Barat,"Rp20,000",4.3,"FF2H+P92, Sobei Indah, Duairi, Kabupaten Teluk Wondama, Papua Bar. 98362"
96,Taman Hutan Raya Sultan Syarif Hasyim,"Taman Hutan Raya Sultan Syarif Hasyim adalah taman hutan yang terletak di kota Pekanbaru, Riau, Indonesia. Taman ini memiliki luas sekitar 1.300 hektar dan merupakan salah satu area konservasi hutan tropis yang penting di Indonesia. Di sini terdapat berbagai macam flora dan fauna langka yang dilindungi serta jalur hiking dan fasilitas pendukung lainnya.","Cagar Alam,Taman Nasional",Pekanbaru,Gratis,4.2,"MCCH+XVV, Jl. Yos Sudarso, Minas Jaya, Kec. Minas, Kabupaten Siak, Riau 28267"
97,Taman Nasional Tesso Nilo,"Taman Nasional Tesso Nilo terletak di Riau dan memiliki luas sekitar 83.068 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna seperti harimau sumatera, gajah, dan orangutan.","Cagar Alam,Taman Nasional",Pelalawan,"Rp15,000",4,"Jalan Tesso Nilo, Kabupaten Pelalawan, Riau 28371, Indonesia."
98,Taman Hutan Raya Wan Abdul Rachman,"Taman Hutan Raya Wan Abdul Rachman berlokasi di Lampung dan memiliki luas sekitar 15.000 hektar. Tempat wisata ini memiliki berbagai macam atraksi seperti air terjun, danau, serta beberapa jenis tumbuhan yang langka. ","Cagar Alam,Taman Nasional",Pesawaran,"Rp5,000",4.4,"Hutan, Kabupaten Pesawaran, Lampung 35366"
