place_id,place_name,place_description,category,city,price,rating,description_location,place_img,gallery_photo_img1,gallery_photo_img2,gallery_photo_img3,,,
40,Tebing Karaton,"Tebing Keraton atau Tebing Karaton merupakan sebuah tebing yang berada di dalam kawasan Taman Hutan Raya Ir. H. Djuanda. Tebing ini terletak di Kampung Ciharegem Puncak, Desa Ciburial, Bandung, Jawa Barat, Indonesia. Dari Tebing Keraton dapat menikmati pemandangan spektakuler. Bukan lampu kota, melainkan hutan!","Budaya,Cagar Alam",Bandung,"Rp15,000",4.5,"Puncak Kordon, RT.2/RW.10, Ciburial, Kec. Cimenyan, Bandung Barat, Jawa Barat 40198",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/40.%20Tebing%20Karaton/main/jelajahi-tebing-keraton-bandung-pemandangannya-bikin-betah-liburan-I9AuwTaRkb.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/40.%20Tebing%20Karaton/gallery-photo/tebing-keraton-bandung.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/40.%20Tebing%20Karaton/gallery-photo/tk.jpg,,,,https://www.google.com/maps/search/Tebing+Karaton
41,Taman Nasional Ujung Kulon,"Taman nasional ini terkenal karena keindahan alamnya, termasuk hutan hujan tropis, pantai-pantai yang eksotis, dan keanekaragaman hayati yang melimpah. Selain itu, Taman Nasional Ujung Kulon juga menjadi tempat perlindungan bagi spesies langka seperti badak bercula satu.","Budaya,Cagar Alam,Taman Nasional",Banten,"Rp7,500",4.4,"Kecamatan Sumur dan Cimanggu kabupaten, Pandeglang, Provinsi Banten",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/41.%20Taman%20Nasional%20Ujung%20Kulon/main/dampak-corona-objek-wisata-di-taman-nasional-ujung-kulon-ditutup-PjXxYwJVvW.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/41.%20Taman%20Nasional%20Ujung%20Kulon/gallery-photo/image-1.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/41.%20Taman%20Nasional%20Ujung%20Kulon/gallery-photo/taman-nasional-ujung-kulon.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/41.%20Taman%20Nasional%20Ujung%20Kulon/gallery-photo/thumbnail.png,,,https://www.google.com/maps/search/Taman+Nasional+Ujung+Kulon
42,Desa Wisata Mangunan,"Desa Wisata Mangunan terletak di Kabupaten Bantul, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari bukit Mangunan yang mempesona. Di Desa Wisata Mangunan, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan.",Desa Wisata,Bantul,"Rp5,000",4.7,"Jl. Imogiri-Bantul KM. 25, Dusun Darmogrande, Desa Mangunan, Kecamatan Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta, Indonesia",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/42.%20Desa%20Wisata%20Mangunan/main/desa-wisata-kaki-langit-mangunan-dlingo-bantul-yogyakarta-hutan-pinus_01.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/42.%20Desa%20Wisata%20Mangunan/gallery-photo/040846500_1525490484-Wisata-Kaki-Langit-Mangunan1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/42.%20Desa%20Wisata%20Mangunan/gallery-photo/31406.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/42.%20Desa%20Wisata%20Mangunan/gallery-photo/desa-wisata-kaki-langit-mangunan-dlingo-bantul-yogyakarta-hutan-pinus_04.jpg,,,https://www.google.com/maps/search/Desa+Wisata+Mangunan
43,Kawah Ijen,"Kawah ini terkenal karena keindahan pemandangan alamnya, terutama fenomena api biru yang muncul di malam hari. Selain itu, Kawah Ijen juga terkenal dengan kandungan belerangnya yang menghasilkan salah satu kawah dengan asap belerang terbesar di dunia.","Cagar Alam,Taman Nasional",Banyuwangi,"Rp7,500",4.7,"Kabupaten Banyuwangi, Jawa Timur",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/43.%20Kawah%20Ijen/main/DJI_0126_1200.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/43.%20Kawah%20Ijen/gallery-photo/Copy%20of%20istockphoto-1289580575-612x612.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/43.%20Kawah%20Ijen/gallery-photo/HikingKawahIjendenganSarapandiDialoogBanyuwangi.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/43.%20Kawah%20Ijen/gallery-photo/large-kawah-ijen-blue-flame-d714c9a6b9d9c7b6328afa17d65b37fe.jpg,,,https://www.google.com/maps/search/Kawah+Ijen
44,Desa Wisata Cinangneng,Desa ini menawarkan pengalaman yang autentik dalam mengenal kehidupan pedesaan serta keindahan alam dan budaya lokal.,"Budaya,Desa Wisata",Bogor,"Rp100,000",4.4,"Jl. Babakan Kemang, RT.1/RW.2, Cihideung Udik, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/44.%20Desa%20Wisata%20Cinangneng/main/cinang.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/44.%20Desa%20Wisata%20Cinangneng/gallery-photo/Alamat-dan-Rute-Lokasi-Cinangneng.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/44.%20Desa%20Wisata%20Cinangneng/gallery-photo/Kampung%20Wisata%20Cinangneng.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/44.%20Desa%20Wisata%20Cinangneng/gallery-photo/Rumah-tradisional-kampung-budaya-sindang-barang.png,,,https://www.google.com/maps/search/Desa+Wisata+Cinangneng
45,Kebun Raya Bogor,"Kebun raya ini memiliki luas sekitar 87 hektar dan merupakan salah satu kebun raya terbesar di Indonesia. Kebun Raya Bogor memiliki koleksi tumbuhan yang sangat beragam, termasuk berbagai spesies tumbuhan langka dan koleksi flora endemik Indonesia.",Cagar Alam,Bogor,"Rp20,000",4.5,"Jl. Ir. H. Juanda No.64, RT.01/RW.13, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/45.%20Kebun%20Raya%20Bogor/main/mey1ee2nmi7khfynyy7v.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/45.%20Kebun%20Raya%20Bogor/gallery-photo/2767904654.jpg,,,,,https://www.google.com/maps/search/Kebun+Raya+Bogor
46,Taman Wisata Alam Cibodas,"Taman Wisata Alam Cibodas adalah tempat wisata alam yang terletak di kawasan Puncak, Jawa Barat, Indonesia. Taman ini memiliki area seluas 1.300 hektar dengan berbagai jenis flora dan fauna. Pengunjung dapat menikmati pemandangan alam, berkemah, hiking, atau mengunjungi kebun bunga yang indah di dalamnya. Taman Wisata Alam Cibodas juga memiliki area peristirahatan yang nyaman bagi pengunjung.",Cagar Alam,Bogor,"Rp15,500",4.6,"Jl. Kebun Raya Cibodas, Sindangjaya, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/46.%20Taman%20Wisata%20Alam%20Cibodas/main/Copy%20of%20WhatsApp-Image-2019-05-26-at-16.38.54-1.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/46.%20Taman%20Wisata%20Alam%20Cibodas/gallery-photo/5-1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/46.%20Taman%20Wisata%20Alam%20Cibodas/gallery-photo/Harga-Tiket-Masuk-Kebun-Raya-Cibodas.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/46.%20Taman%20Wisata%20Alam%20Cibodas/gallery-photo/tempat-wisata-Cibodas.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Cibodas
47,Taman Wisata Alam Ciloto,"Taman Wisata Alam Ciloto adalah tempat wisata alam di Puncak, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah, udara sejuk, dan banyak flora dan fauna. Pengunjung dapat hiking, camping, dan melihat kebun bunga yang cantik. Taman ini juga terkenal dengan Istana Cipanas, dulunya menjadi kediaman Presiden Soeharto.","Budaya,Cagar Alam",Bogor,"Rp20,000",4.6,"Jln. Ziwa Besar, Ciloto, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/47.%20Taman%20Wisata%20Alam%20Ciloto/main/wisataalamsevillage.com-%40.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/47.%20Taman%20Wisata%20Alam%20Ciloto/gallery-photo/IMG_09082020_001845__822_x_430_piksel_.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/47.%20Taman%20Wisata%20Alam%20Ciloto/gallery-photo/harga-tiket-masuk-wisata-alam-sevillage-puncak.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/47.%20Taman%20Wisata%20Alam%20Ciloto/gallery-photo/keindahan-sevillage-ciloto.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Ciloto
48,Taman Wisata Alam Gunung Geulis,"Taman Wisata Alam Gunung Geulis adalah tempat wisata alam yang terletak di kaki Gunung Salak, Bogor, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah dan udara yang sejuk dengan banyak jenis flora dan fauna yang dapat ditemukan di dalamnya. Pengunjung dapat melakukan berbagai kegiatan seperti hiking, camping, dan bermain air di sungai yang jernih. Taman Wisata Alam Gunung Geulis adalah tempat yang cocok untuk melepas penat dan menikmati keindahan alam yang masih alami.","Budaya,Cagar Alam",Bogor,Gratis,4.3,"Tegallaja, Kamal, Kec. Tanjungmedar, Kabupaten Sumedang, Jawa Barat 45354",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/48.%20Taman%20Wisata%20Alam%20Gunung%20Geulis/main/Copy%20of%20tempat-camping-di-puncak-ciputri-3.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/48.%20Taman%20Wisata%20Alam%20Gunung%20Geulis/gallery-photo/IMG-20190606-WA0054-1024x576.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/48.%20Taman%20Wisata%20Alam%20Gunung%20Geulis/gallery-photo/Wisata-Puncak-1024x461.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/48.%20Taman%20Wisata%20Alam%20Gunung%20Geulis/gallery-photo/bukit-geulis.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Gunung+Geulis
49,Taman Wisata Alam Gunung Pancar,"Taman Wisata Alam Gunung Pancar terletak di Bogor, Jawa Barat. Tempat wisata ini terkenal dengan keindahan alamnya seperti air terjun, danau, dan pemandangan pegunungan yang mempesona. ",Cagar Alam,Bogor,"Rp20,000",4.1,"Desa Cipayung Girang, Kecamatan Gunung Putri, Kabupaten Bogor, Jawa Barat, Indonesia",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/49.%20Taman%20Wisata%20Alam%20Gunung%20Pancar/main/0921186tenda3780x390.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/49.%20Taman%20Wisata%20Alam%20Gunung%20Pancar/gallery-photo/0c3a8bc5f2f22a8442ffb6631179d2fa.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/49.%20Taman%20Wisata%20Alam%20Gunung%20Pancar/gallery-photo/Paket-Camping-Rombongan-Terbaik-Gunung-Pancar-2.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/49.%20Taman%20Wisata%20Alam%20Gunung%20Pancar/gallery-photo/taman-wisata-alam-gunung-pancar-jawa-barat.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Gunung+Pancar
50,Taman Wisata Alam Riung Gunung,"Taman Wisata Alam Puncak Bogor adalah sebuah tempat wisata alam yang terletak di daerah Puncak, Jawa Barat, Indonesia. Taman ini memiliki kebun bunga yang cantik dan udara yang sejuk. Di sini, pengunjung dapat menikmati pemandangan pegunungan dan aktivitas seperti bersepeda, berjalan-jalan, dan memetik buah. Taman Wisata Alam Puncak Bogor merupakan tempat yang cocok untuk melepas penat dan menikmati keindahan alam.","Budaya,Cagar Alam",Bogor,"Rp5,000",4.5,"7XXJ+37X, Jl. Raya Puncak Gadog, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/50.%20Taman%20Wisata%20Alam%20Riung%20Gunung/main/IMG-20210929-WA0050.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/50.%20Taman%20Wisata%20Alam%20Riung%20Gunung/gallery-photo/2022-07-20.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/50.%20Taman%20Wisata%20Alam%20Riung%20Gunung/gallery-photo/Nuansa-Riung-Gunung-Foto-instagram-%40andhikagraha.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/50.%20Taman%20Wisata%20Alam%20Riung%20Gunung/gallery-photo/riung3.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Riung+Gunung
51,Taman Wisata Alam Kampoeng Air Kragilan,"Taman Wisata Alam Kampoeng Radjawali adalah tempat wisata alam yang terletak di Boyolali, Jawa Tengah, Indonesia. Taman ini memiliki konsep kebun buah-buahan dan terdapat berbagai macam tanaman seperti jeruk, rambutan, dan durian. Di sini, pengunjung dapat menikmati buah segar, berjalan-jalan, atau bersepeda di sekitar kebun. Selain itu, terdapat juga wahana flying fox dan kolam renang yang menyegarkan.","Budaya,Cagar Alam",Boyolali,"Rp10,000",3.4,"FJCC+564, Area Sawah/Kebun, Kragilan, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57323",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/51.%20Taman%20Wisata%20Alam%20Kampoeng%20Air%20Kragilan/main/kampung-air-kragilan-jawa-tengah.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/51.%20Taman%20Wisata%20Alam%20Kampoeng%20Air%20Kragilan/gallery-photo/5-Tempat-Wisata-Di-Boyolali-yang-Lagi-Hits.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/51.%20Taman%20Wisata%20Alam%20Kampoeng%20Air%20Kragilan/gallery-photo/IMG_20170101_103318.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/51.%20Taman%20Wisata%20Alam%20Kampoeng%20Air%20Kragilan/gallery-photo/Screenshot_20190211-215428_1.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Kampoeng+Air+Kragilan
52,Taman Hutan Raya Ngurah Rai,Taman Hutan Raya Ngurah Rai terletak di Bali dan memiliki luas sekitar 15 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna khas Pulau Bali. ,"Cagar Alam,Taman Nasional",Denpasar,"Rp10,000",4.2,"Jl. Bypass Ngurah Rai No.88X, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80361",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/52.%20Taman%20Hutan%20Raya%20Ngurah%20Rai/main/Hutan-Mangrove-Taman-Hutan-Raya-Ngurah-Rai-Bali-3.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/52.%20Taman%20Hutan%20Raya%20Ngurah%20Rai/gallery-photo/balipostcom_wisata-tahura-ngurah-rai-minim-sarana-penunjang-hingga-serbuan-sampah-saat-pasang_01-696x464.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/52.%20Taman%20Hutan%20Raya%20Ngurah%20Rai/gallery-photo/balipostcom_wisata-tahura-ngurah-rai-minim-sarana-penunjang-hingga-serbuan-sampah-saat-pasang_01-696x464.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/52.%20Taman%20Hutan%20Raya%20Ngurah%20Rai/gallery-photo/meninjau-taman-hutan-raya-ngurah-rai-1011-2022-221109235021-0.jpg,,,https://www.google.com/maps/search/Taman+Hutan+Raya+Ngurah+Rai
53,Taman Nasional Kelimutu,"Taman Nasional Kelimutu terletak di Pulau Flores, Nusa Tenggara Timur, Indonesia. Taman nasional ini terkenal dengan danau tiga warna (Kelimutu) yang mempesona dan keindahan alamnya. Di Taman Nasional Kelimutu, pengunjung dapat menikmati panorama pegunungan yang hijau dan beragam fauna, seperti burung-burung endemik Flores.","Cagar Alam,Taman Nasional",Ende,"Rp200,000",4.7,"Desa Kelimutu, Kecamatan Kelimutu, Kabupaten Ende, Flores, Nusa Tenggara Timur 86319, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/53.%20Taman%20Nasional%20Kelimutu/main/6227322355688.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/53.%20Taman%20Nasional%20Kelimutu/gallery-photo/21-07-19_05.27.397965.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/53.%20Taman%20Nasional%20Kelimutu/gallery-photo/Taman-Nasional-Kelimutu.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/53.%20Taman%20Nasional%20Kelimutu/gallery-photo/img-artikel_1594969160.jpg,,,https://www.google.com/maps/search/Taman+Nasional+Kelimutu
54,Gunung Papandayan,"Gunung Papandayan adalah gunung berapi aktif yang terletak di Garut, Jawa Barat, Indonesia. Gunung ini menawarkan pemandangan alam yang spektakuler dengan kawah berwarna-warni, sumber air panas, dan hamparan padang edelweiss. Pengunjung dapat melakukan pendakian untuk menikmati keindahan alamnya. Gunung Papandayan juga dikenal dengan aktivitas geologinya yang menarik. Tempat ini cocok bagi para pecinta alam dan pendaki yang mencari petualangan dan keunikan alam pegunungan.","Cagar Alam,Taman Nasional",Garut,"Rp30,000",4.6,"Kecamatan Cisurupan, Kabupaten Garut, Jawa Barat, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/54.%20Gunung%20Papandayan/main/Papandayan1-Pintu-Masuk-TWA-Papandayan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/54.%20Gunung%20Papandayan/gallery-photo/Indonesia_-_papandayan_4.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/54.%20Gunung%20Papandayan/gallery-photo/papandayan-scaled.jpg,,,,https://www.google.com/maps/search/Gunung+Papandayan
55,Desa Wisata Nglanggeran,"Desa Wisata Nglanggeran terletak di Kabupaten Gunungkidul, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari bukit Nglanggeran dan gua-gua yang ada di sekitarnya. Di Desa Wisata Nglanggeran, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang mempesona.",Desa Wisata,Gunungkidul,"Rp5,000",4.5,"Jl. Pantai Baron, Dusun Nglanggeran, Desa Giritengah, Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta 55883, Indonesia",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/55.%20Desa%20Wisata%20Nglanggeran/main/5f8982630b991-min.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/55.%20Desa%20Wisata%20Nglanggeran/gallery-photo/5f8982630b991.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/55.%20Desa%20Wisata%20Nglanggeran/gallery-photo/desa-wisata-nglanggeran_169.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/55.%20Desa%20Wisata%20Nglanggeran/gallery-photo/hipwee-12499446efcd26ff2abd7286770f5a-750x422.jpg,,,https://www.google.com/maps/search/Desa+Wisata+Nglanggeran
56,Bumi Perkemahan Cibubur,"Bumi Perkemahan dan Graha Wisata Pramuka Cibubur (Buperta Cibubur) adalah kawasan perkemahan yang terdapat di Cibubur, Ciracas, Jakarta Timur. Kawasan ini memiliki luas 210 hektar dan sudah berkali-kali menjadi lokasi pelaksanaan Jambore Nasional sejak tahun 1973. Buperta Cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet. Pihak pengelola juga bekerja sama dengan TNI AD dan TNI AU dalam pengelolaan Buperta Cibubur.Buperta Cibubur dapat diakses dari Terminal Kampung Rambutan dengan angkutan umum jurusan Kranggan atau Mekarsari Jonggol.",Taman Hiburan,Jakarta,"Rp10,000",4.5,"Jl. Pakuan No.5, Pd. Ranggon, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13860",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/56.%20Bumi%20Perkemahan%20Cibubur/main/a4fa1eb4a3f3678e0709de0a69df46d5.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/56.%20Bumi%20Perkemahan%20Cibubur/gallery-photo/Camping-Bogor-600x450-1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/56.%20Bumi%20Perkemahan%20Cibubur/gallery-photo/wisata-jakarta-di-bumi-perkemahan-cibubur.jpg,,,,https://www.google.com/maps/search/Bumi+Perkemahan+Cibubur
57,Margasatwa Muara Angke,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.","Budaya,Cagar Alam",Jakarta,"Rp25,000",4.2,"RT.1/RW.16, Kapuk Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/57.%20Margasatwa%20Muara%20Angke/main/1-10.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/57.%20Margasatwa%20Muara%20Angke/gallery-photo/dscf3531jpg-20210516124325.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/57.%20Margasatwa%20Muara%20Angke/gallery-photo/suaka-margasatwa-muara-angke-2_169.jpg,,,,https://www.google.com/maps/search/Margasatwa+Muara+Angke
58,Pantai Ancol,"Pantai Ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota Jakarta. Wisatawan dapat menikmati suasana segar Pantai Lagoon, Festival, Indah, Beach Pool dan Carnaval, serta Danau Impian. Berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan. Panjang garis pantainya yang kurang lebih 6,5 km menjadi tempat berbagai aktivitas wisata. Wisata pantai ini merupakan BUMD penghasil Pendapatan Asli Daerah kedua terbesar bagi provinsi DKI Jakarta.","Bahari,Taman Hiburan",Jakarta,"Rp25,000",4.4,"Jalan Pantai Nusadua No.13, RT.5/RW.10, Ancol, Pademangan, Jakarta Utara, DKI Jakarta, Indonesia, 14430",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/58.%20Pantai%20Ancol/main/info-wisata-pantai-ancol-lengkap.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/58.%20Pantai%20Ancol/gallery-photo/045936100_1634822480-20211021-Tempat-Hiburan-Anak-1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/58.%20Pantai%20Ancol/gallery-photo/wisata-pantai-di-jakarta.jpg,,,,https://www.google.com/maps/search/Pantai+Ancol
59,Pulau Bidadari,"Pulau Bidadari merupakan salah satu resor di Kabupaten Kepulauan Seribu, Jakarta. Sebelum bernama Pulau Bidadari, pulau ini memiliki dua nama yaitu Pulau Sakit dan Pulau Purmerend","Bahari,Cagar Alam",Jakarta,"Rp5,000",4.6,"Pulau Untung Jawa, Kec. Kepulauan Seribu Selatan, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/59.%20Pulau%20Bidadari/main/pulau-bidadari.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/59.%20Pulau%20Bidadari/gallery-photo/62abd5d2a8358.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/59.%20Pulau%20Bidadari/gallery-photo/Fakta-Fakta-Unik-dari-Pulau-Bidadari-yang-Membuatnya-Wajib-Dikunjungi.jpeg,,,,https://www.google.com/maps/search/Pulau+Bidadari
60,Pulau Pari,"Pulau Pari adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,"Rp150,000",4,"Kepulauan Seribu Selatan, Kepulauan Seribu, DKI Jakarta, Indonesia",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/60.%20Pulau%20Pari/main/IMG_18042020_165635__822_x_430_piksel_.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/60.%20Pulau%20Pari/gallery-photo/Pulau-Pari-menjadi-salah-satu-destinasi-wisata-di-Kabupaten-Kepulauan-Seribu.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/60.%20Pulau%20Pari/gallery-photo/wisata-Pulau-Pari-Kepulauan-Seribu-jakarta.jpg,,,,https://www.google.com/maps/search/Pulau+Pari
61,Pulau Pelangi,"Pulau Pelangi adalah sebuah pulau yang terletak di perairan tropis yang mempesona. Pulau ini dikenal karena keindahan pantainya yang berpasir putih, air laut yang jernih, dan terumbu karang yang berwarna-warni. Pulau Pelangi juga menyajikan pemandangan alam yang memesona dengan pepohonan tropis yang rindang. Pengunjung dapat menikmati kegiatan seperti snorkeling, menyelam, atau hanya bersantai di pantai yang indah ini.","Bahari,Cagar Alam",Jakarta,"Rp900,000",4.8,"Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/61.%20Pulau%20Pelangi/main/_58230.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/61.%20Pulau%20Pelangi/gallery-photo/pulau-pelangi-jpg-5bb1c257ab12ae6e69244756.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/61.%20Pulau%20Pelangi/gallery-photo/pulau-pelangi.jpg,,,,https://www.google.com/maps/search/Pulau+Pelangi
62,Pulau Pramuka,Pulau Pramuka merupakan salah satu pulau yang berada dalam gugusan Kepulauan Seribu. Pulau ini merupakan pusat administrasi dan pemerintahan Kabupaten Administrasi Kepulauan Seribu. Pulau Pramuka termasuk ke dalam wilayah Kelurahan Pulau Panggang.,"Bahari,Cagar Alam",Jakarta,"Rp5,000",4.2,"Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/62.%20Pulau%20Pramuka/main/Pulau-Pramuka.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/62.%20Pulau%20Pramuka/gallery-photo/begini-asal-usul-nama-pulau-pramuka-di-kepulauan-seribu-LbiFOaOzRd.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/62.%20Pulau%20Pramuka/gallery-photo/pulau-pramuka-kepulauan-seribu-jakarta-indonesia-jakarta.jpeg,,,,https://www.google.com/maps/search/Pulau+Pramuka
